Main_Title,Sub_Title,Venue,Fees,Date
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Amsterdam - The Netherlands,"$ 5,950",03 - 07 Aug 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Online,"$ 3,950",23 - 27 Mar 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Online,"$ 3,950",03 - 07 Aug 2026
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,London - UK,"$ 5,950",30 Mar - 03 Apr 2026
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,Amsterdam - The Netherlands,"$ 5,950",12 - 16 Oct 2026
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
COBIT 2019 Foundation Course,A Framework for the Governance and Management of Enterprise Information and Technology,Dubai - UAE,"$ 4,950",17 - 20 Nov 2025
COBIT 2019 Foundation Course,A Framework for the Governance and Management of Enterprise Information and Technology,Dubai - UAE,"$ 4,950",06 - 09 Apr 2026
COBIT 2019 Foundation Course,A Framework for the Governance and Management of Enterprise Information and Technology,Dubai - UAE,"$ 4,950",16 - 19 Nov 2026
COBIT 2019 Foundation Course,A Framework for the Governance and Management of Enterprise Information and Technology,Online,"$ 3,450",02 - 05 Feb 2026
IT Service Management,Optimizing IT Services for Business Success,London - UK,"$ 5,950",01 - 05 Dec 2025
IT Service Management,Optimizing IT Services for Business Success,Dubai - UAE,"$ 5,950",06 - 10 Apr 2026
IT Service Management,Optimizing IT Services for Business Success,London - UK,"$ 5,950",24 - 28 Aug 2026
IT Service Management,Optimizing IT Services for Business Success,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,London - UK,"$ 5,950",03 - 07 Nov 2025
Process Control Cybersecurity,Securing your Oil & Gas Assets,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,London - UK,"$ 5,950",02 - 06 Nov 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,Online,"$ 3,950",21 - 25 Sep 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,London - UK,"$ 5,950",02 - 06 Feb 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Barcelona - Spain,"$ 5,950",20 - 24 Apr 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Paris - France,"$ 5,950",29 Jun - 03 Jul 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Amsterdam - The Netherlands,"$ 5,950",28 Sep - 02 Oct 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
The Certificate in Information Security Management Principles (CISMP) Exam Preparation Training Course,Helping you Prepare for the CISMP Exam,London - UK,"$ 5,950",01 - 05 Dec 2025
The Certificate in Information Security Management Principles (CISMP) Exam Preparation Training Course,Helping you Prepare for the CISMP Exam,Dubai - UAE,"$ 5,950",27 Apr - 01 May 2026
The Certificate in Information Security Management Principles (CISMP) Exam Preparation Training Course,Helping you Prepare for the CISMP Exam,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",London - UK,"$ 5,950",23 - 27 Mar 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",04 - 08 May 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Amsterdam - The Netherlands,"$ 5,950",03 - 07 Aug 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Online,"$ 3,950",23 - 27 Mar 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Online,"$ 3,950",03 - 07 Aug 2026
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,London - UK,"$ 5,950",08 - 12 Dec 2025
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,Dubai - UAE,"$ 5,950",04 - 08 May 2026
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,London - UK,"$ 5,950",13 - 17 Jul 2026
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,Amsterdam - The Netherlands,"$ 5,950",28 Sep - 02 Oct 2026
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,London - UK,"$ 5,950",07 - 11 Dec 2026
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,London - UK,"$ 6,950",10 - 14 Nov 2025
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,London - UK,"$ 6,950",04 - 08 May 2026
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,London - UK,"$ 6,950",17 - 21 Aug 2026
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,London - UK,"$ 6,950",09 - 13 Nov 2026
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,Online,"$ 3,950",10 - 14 Nov 2025
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,Online,"$ 3,950",09 - 13 Nov 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Dubai - UAE,"$ 5,950",23 - 27 Mar 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,London - UK,"$ 5,950",01 - 05 Jun 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,London - UK,"$ 5,950",21 - 25 Sep 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Online,"$ 3,950",10 - 14 Nov 2025
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Online,"$ 3,950",01 - 05 Jun 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Online,"$ 3,950",09 - 13 Nov 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Dubai - UAE,"$ 5,950",10 - 14 Nov 2025
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Dubai - UAE,"$ 5,950",23 - 27 Mar 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,London - UK,"$ 5,950",01 - 05 Jun 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,London - UK,"$ 5,950",21 - 25 Sep 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Dubai - UAE,"$ 5,950",09 - 13 Nov 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Online,"$ 3,950",10 - 14 Nov 2025
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Online,"$ 3,950",01 - 05 Jun 2026
Security Essentials Bootcamp,Mastering Foundational Cybersecurity Principles for Modern Organizations,Online,"$ 3,950",09 - 13 Nov 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,Dubai - UAE,"$ 5,950",12 - 16 Jan 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,London - UK,"$ 5,950",08 - 12 Jun 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,Abu Dhabi - UAE,"$ 5,950",20 - 24 Jul 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,Online,"$ 3,950",12 - 16 Jan 2026
"Cybersecurity Monitoring, Event Management, and Incident Response in Intelligent Transportation Systems",Protecting and Safeguarding your Assets in a Fully Connected Cyberspace,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
"Cybersecurity Monitoring, Event Management, and Incident Response in Intelligent Transportation Systems",Protecting and Safeguarding your Assets in a Fully Connected Cyberspace,Dubai - UAE,"$ 5,950",31 Aug - 04 Sep 2026
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,London - UK,"$ 5,950",30 Mar - 03 Apr 2026
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,Amsterdam - The Netherlands,"$ 5,950",12 - 16 Oct 2026
Big Data Governance: Bad Data or Better Data or Best Data,From Vision to Value for Decision - Making Insights,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
IED Protection Tools and Cyber Security,Defending Against Attacks on the Power Grid,Dubai - UAE,"$ 5,950",22 - 26 Jun 2026
IED Protection Tools and Cyber Security,Defending Against Attacks on the Power Grid,Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Dubai - UAE,"$ 5,950",01 - 05 Dec 2025
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Lisbon - Portugal,"$ 5,950",03 - 07 Aug 2026
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Milan - Italy,"$ 5,950",14 - 18 Sep 2026
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Dubai - UAE,"$ 5,950",30 Nov - 04 Dec 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,London - UK,"$ 5,950",03 - 07 Nov 2025
Process Control Cybersecurity,Securing your Oil & Gas Assets,Dubai - UAE,"$ 5,950",20 - 24 Apr 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,London - UK,"$ 5,950",29 Jun - 03 Jul 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,Dubai - UAE,"$ 5,950",21 - 25 Sep 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,London - UK,"$ 5,950",02 - 06 Nov 2026
Process Control Cybersecurity,Securing your Oil & Gas Assets,Online,"$ 3,950",21 - 25 Sep 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,London - UK,"$ 5,950",02 - 06 Feb 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Barcelona - Spain,"$ 5,950",20 - 24 Apr 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Paris - France,"$ 5,950",29 Jun - 03 Jul 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Amsterdam - The Netherlands,"$ 5,950",28 Sep - 02 Oct 2026
Smart Building Technologies,Innovative Solutions for Optimizing Building Performance and Efficiency,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai - UAE,"$ 5,950",03 - 07 Nov 2025
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Dubai - UAE,"$ 5,950",02 - 06 Nov 2026
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Online,"$ 3,950",03 - 07 Nov 2025
Functional Safety & Cybersecurity,Safeguarding and Protecting People and Resources,Online,"$ 3,950",02 - 06 Nov 2026
COBIT 2019 Design and Implementation Course,A Framework for designing and implementing Enterprise Governance of Information and Technology,Dubai - UAE,"$ 5,950",01 - 05 Dec 2025
COBIT 2019 Design and Implementation Course,A Framework for designing and implementing Enterprise Governance of Information and Technology,Dubai - UAE,"$ 5,950",06 - 10 Jul 2026
COBIT 2019 Design and Implementation Course,A Framework for designing and implementing Enterprise Governance of Information and Technology,Dubai - UAE,"$ 5,950",30 Nov - 04 Dec 2026
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,London - UK,"$ 5,950",08 - 12 Dec 2025
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,Dubai - UAE,"$ 5,950",04 - 08 May 2026
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,London - UK,"$ 5,950",13 - 17 Jul 2026
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,Amsterdam - The Netherlands,"$ 5,950",28 Sep - 02 Oct 2026
Cybersecurity Fundamentals for AI-Driven Fraud Detection,Securing Intelligent Systems to Strengthen Fraud Prevention and Digital Trust,London - UK,"$ 5,950",07 - 11 Dec 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,Dubai - UAE,"$ 5,950",12 - 16 Jan 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,London - UK,"$ 5,950",08 - 12 Jun 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,Abu Dhabi - UAE,"$ 5,950",20 - 24 Jul 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,Dubai - UAE,"$ 5,950",14 - 18 Sep 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,Online,"$ 3,950",12 - 16 Jan 2026
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Dubai - UAE,"$ 5,950",01 - 05 Dec 2025
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Dubai - UAE,"$ 5,950",29 Jun - 03 Jul 2026
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Lisbon - Portugal,"$ 5,950",03 - 07 Aug 2026
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Milan - Italy,"$ 5,950",14 - 18 Sep 2026
"Data Governance, Privacy & Integrity in Artificial Intelligence (AI)","Protecting Data Integrity, Security & Compliance in AI-Driven Operations",Dubai - UAE,"$ 5,950",30 Nov - 04 Dec 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",London - UK,"$ 5,950",23 - 27 Mar 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",04 - 08 May 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Amsterdam - The Netherlands,"$ 5,950",03 - 07 Aug 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Online,"$ 3,950",23 - 27 Mar 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Online,"$ 3,950",03 - 07 Aug 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",15 - 19 Dec 2025
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",London - UK,"$ 5,950",23 - 27 Mar 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",04 - 08 May 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Amsterdam - The Netherlands,"$ 5,950",03 - 07 Aug 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Dubai - UAE,"$ 5,950",14 - 18 Dec 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Online,"$ 3,950",23 - 27 Mar 2026
ISO 27001,"Information Security, Cybersecurity, and Privacy Protection Management Systems",Online,"$ 3,950",03 - 07 Aug 2026
Executive Leadership in Artificial Intelligence (AI) Systems,"Mastering Data Governance, Privacy, and Technical Architecture",Dubai - UAE,"$ 11,900",01 - 12 Dec 2025
Executive Leadership in Artificial Intelligence (AI) Systems,"Mastering Data Governance, Privacy, and Technical Architecture",Lisbon - Portugal,"$ 11,900",03 - 14 Aug 2026
Executive Leadership in Artificial Intelligence (AI) Systems,"Mastering Data Governance, Privacy, and Technical Architecture",Dubai - UAE,"$ 11,900",30 Nov - 11 Dec 2026
Artificial Intelligence (AI) Systems Architecture and Governance,N/A,Dubai - UAE,"$ 5,950",08 - 12 Dec 2025
Artificial Intelligence (AI) Systems Architecture and Governance,N/A,Lisbon - Portugal,"$ 5,950",10 - 14 Aug 2026
Artificial Intelligence (AI) Systems Architecture and Governance,N/A,Dubai - UAE,"$ 5,950",07 - 11 Dec 2026
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,London - UK,"$ 6,950",10 - 14 Nov 2025
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,London - UK,"$ 6,950",04 - 08 May 2026
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,London - UK,"$ 6,950",17 - 21 Aug 2026
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,London - UK,"$ 6,950",09 - 13 Nov 2026
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,Online,"$ 3,950",10 - 14 Nov 2025
Computing Technology Industry Association (CompTIA) Security+,Transforming Cybersecurity Knowledge into Global Opportunities with CompTIA Security+,Online,"$ 3,950",09 - 13 Nov 2026
IT Service Management,Optimizing IT Services for Business Success,London - UK,"$ 5,950",01 - 05 Dec 2025
IT Service Management,Optimizing IT Services for Business Success,Dubai - UAE,"$ 5,950",06 - 10 Apr 2026
IT Service Management,Optimizing IT Services for Business Success,London - UK,"$ 5,950",24 - 28 Aug 2026
IT Service Management,Optimizing IT Services for Business Success,London - UK,"$ 5,950",30 Nov - 04 Dec 2026
"Cybersecurity Monitoring, Event Management, and Incident Response in Intelligent Transportation Systems",Protecting and Safeguarding your Assets in a Fully Connected Cyberspace,Dubai - UAE,"$ 5,950",08 - 12 Jun 2026
"Cybersecurity Monitoring, Event Management, and Incident Response in Intelligent Transportation Systems",Protecting and Safeguarding your Assets in a Fully Connected Cyberspace,Dubai - UAE,"$ 5,950",31 Aug - 04 Sep 2026
"Cybersecurity, Information Governance, Legal Risk Management and Compliance with ISO Records Management Controls",N/A,Dubai - UAE,"$ 5,950",12 - 16 Jan 2026
